age,typeof_contact,city_tier,duration_of_pitch,occupation,gender,number_of_person_visiting,number_of_followups,product_pitched,preferred_property_star,number_of_trips,passport,pitch_satisfaction_score,designation,monthly_income,prod_taken,marital_status,car_ownership,children
24.0,Self Enquiry,2,480.0,Small Business,male,2.0,4.0,basic,3.0,1.0,0,3,executive,261180.0,1,Single,Car Ownership,No Children
51.0,Self Enquiry,1,1200.0,Salaried,male,2.0,4.0,basic,3.0,7.0,0,3,executive,300000.0,0,Divorced,Car Ownership,No Children
24.0,Self Enquiry,1,480.0,Small Business,male,2.0,3.0,basic,3.0,2.0,0,4,executive,263715.0,1,Married,Car Ownership,No Children
31.0,Company Invited,2,840.0,Small Business,male,2.0,3.0,basic,4.0,2.0,0,4,executive,261225.0,1,Divorced,Car Ownership,No Children
,Self Enquiry,1,600.0,Small Business,male,2.0,3.0,basic,4.0,6.0,0,4,executive,,0,Married,Car Ownership,No Children
32.0,Self Enquiry,2,600.0,Small Business,female,2.0,3.0,deluxe,3.0,1.0,0,4,manager,262635.0,0,Married,Car Ownership,No Children
60.0,Company Invited,1,540.0,Small Business,female,2.0,3.0,king,4.0,1.0,0,5,vp,456855.0,0,Divorced,Car Ownership,No Children
46.0,Company Invited,2,1440.0,Small Business,female,2.0,3.0,basic,3.0,2.0,0,3,executive,258810.0,0,Divorced,Car Ownership,No Children
39.0,Company Invited,2,540.0,Small Business,female,2.0,3.0,basic,4.0,2.0,0,4,executive,268290.0,0,Single,Car Ownership,No Children
48.0,Self Enquiry,1,540.0,Large Business,male,2.0,3.0,king,4.0,6.0,0,5,vp,474525.0,0,Divorced,Car Ownership,No Children
90.0,Self Enquiry,2,840.0,Small Business,male,2.0,3.0,standard,3.0,5.0,0,4,senior manager,440000.0,0,Divorced,Car Ownership,No Children
,Company Invited,3,480.0,Small Business,female,2.0,3.0,deluxe,3.0,6.0,0,4,manager,262305.0,0,Married,No Car Ownership,No Children
47.0,Self Enquiry,2,660.0,Small Business,female,2.0,3.0,standard,4.0,2.0,0,3,senior manager,400000.0,0,Unmarried,Car Ownership,No Children
45.0,Self Enquiry,1,900.0,Small Business,female,2.0,4.0,basic,3.0,4.0,0,3,executive,255885.0,0,Divorced,Car Ownership,No Children
28.0,Self Enquiry,1,960.0,Large Business,female,2.0,4.0,basic,4.0,2.0,0,3,executive,260100.0,0,Married,Car Ownership,No Children
40.0,Self Enquiry,1,1080.0,Large Business,female,2.0,4.0,basic,3.0,5.0,0,3,executive,267270.0,0,Married,Car Ownership,No Children
29.0,Company Invited,3,480.0,Small Business,female,2.0,3.0,standard,3.0,1.0,0,4,senior manager,406605.0,0,Unmarried,Car Ownership,No Children
59.0,Company Invited,1,600.0,Small Business,female,2.0,3.0,standard,3.0,5.0,0,3,senior manager,450000.0,0,Married,Car Ownership,No Children
70.0,Self Enquiry,1,480.0,Large Business,female,2.0,3.0,standard,3.0,2.0,0,4,senior manager,274290.0,0,Unmarried,Car Ownership,No Children
47.0,Company Invited,1,780.0,Large Business,female,2.0,3.0,standard,4.0,2.0,0,5,senior manager,358770.0,0,Married,Car Ownership,No Children
,Company Invited,2,660.0,Small Business,male,2.0,3.0,basic,3.0,2.0,1,4,executive,272220.0,1,Married,Car Ownership,No Children
37.0,Company Invited,2,1440.0,Small Business,female,2.0,3.0,standard,3.0,2.0,1,4,senior manager,426015.0,0,Unmarried,Car Ownership,No Children
30.0,Company Invited,1,1020.0,Large Business,male,2.0,3.0,basic,3.0,2.0,1,5,executive,267405.0,0,Married,Car Ownership,No Children
52.0,Self Enquiry,1,900.0,Salaried,male,2.0,3.0,standard,4.0,3.0,0,3,senior manager,412440.0,0,Married,Car Ownership,No Children
46.0,Self Enquiry,1,1500.0,Salaried,female,2.0,3.0,basic,3.0,1.0,0,4,executive,270000.0,0,Divorced,Car Ownership,No Children
60.0,Self Enquiry,2,840.0,Salaried,male,2.0,3.0,deluxe,3.0,3.0,0,4,manager,259515.0,0,Divorced,Car Ownership,No Children
30.0,Self Enquiry,2,780.0,Salaried,male,2.0,3.0,standard,3.0,2.0,0,3,manager,265800.0,0,Divorced,Car Ownership,No Children
110.0,Self Enquiry,2,1920.0,Salaried,male,2.0,3.0,deluxe,3.0,5.0,0,3,manager,343440.0,0,Divorced,Car Ownership,No Children
,Company Invited,3,480.0,Salaried,male,2.0,3.0,deluxe,3.0,1.0,0,5,manager,300000.0,0,Married,Car Ownership,No Children
58.0,Self Enquiry,1,840.0,Salaried,male,2.0,3.0,standard,3.0,5.0,0,4,senior manager,364680.0,0,Married,Car Ownership,No Children
33.0,Self Enquiry,3,840.0,Salaried,male,2.0,3.0,super deluxe,3.0,2.0,0,4,avp,413730.0,0,Divorced,Car Ownership,No Children
31.0,Company Invited,2,540.0,Salaried,male,2.0,3.0,basic,3.0,3.0,0,4,executive,397935.0,1,Married,Car Ownership,No Children
49.0,Self Enquiry,2,900.0,Salaried,male,2.0,4.0,basic,4.0,2.0,0,4,executive,348930.0,0,Married,Car Ownership,No Children
50.0,Company Invited,2,540.0,Salaried,male,2.0,3.0,basic,3.0,1.0,0,4,executive,274260.0,0,Married,Car Ownership,No Children
20.0,Self Enquiry,3,780.0,Salaried,female,2.0,3.0,basic,3.0,2.0,1,4,executive,254850.0,0,Divorced,Car Ownership,No Children
26.0,Company Invited,2,840.0,Salaried,female,2.0,3.0,basic,4.0,1.0,1,3,executive,349590.0,1,Unmarried,Car Ownership,No Children
22.0,Company Invited,2,540.0,Salaried,male,2.0,3.0,basic,3.0,3.0,1,3,executive,263400.0,1,Married,Car Ownership,No Children
50.0,Company Invited,2,600.0,Salaried,male,1.0,4.0,super deluxe,3.0,2.0,0,1,avp,546660.0,0,Married,Car Ownership,No Children
59.0,Company Invited,2,600.0,Salaried,female,1.0,3.0,super deluxe,4.0,6.0,0,2,avp,600000.0,0,Single,Car Ownership,No Children
39.0,Company Invited,1,1020.0,Salaried,female,1.0,3.0,super deluxe,3.0,2.0,0,2,avp,539070.0,0,Single,Car Ownership,No Children
40.0,Self Enquiry,2,780.0,Small Business,male,2.0,4.0,standard,3.0,7.0,0,3,senior manager,360000.0,0,Married,Car Ownership,No Children
20.0,Self Enquiry,1,600.0,Small Business,female,3.0,4.0,basic,4.0,2.0,0,5,executive,300000.0,0,Divorced,Car Ownership,No Children
57.0,Self Enquiry,2,480.0,Small Business,female,1.0,5.0,king,4.0,4.0,0,1,vp,538425.0,0,Married,Car Ownership,No Children
39.0,Company Invited,2,540.0,Salaried,male,3.0,4.0,basic,3.0,2.0,0,3,manager,271605.0,0,Divorced,Car Ownership,No Children
38.0,Self Enquiry,3,1200.0,Small Business,male,2.0,4.0,deluxe,3.0,2.0,0,4,manager,340000.0,0,Divorced,Car Ownership,1 Children
36.0,Self Enquiry,3,900.0,Small Business,female,2.0,4.0,deluxe,4.0,5.0,0,3,manager,400000.0,0,Single,Car Ownership,1 Children
24.0,Self Enquiry,3,1620.0,Salaried,male,2.0,5.0,deluxe,3.0,3.0,0,4,manager,334365.0,0,Unmarried,No Car Ownership,1 Children
31.0,Self Enquiry,2,,Salaried,male,2.0,4.0,deluxe,4.0,2.0,0,3,manager,300000.0,0,Divorced,Car Ownership,1 Children
23.0,Self Enquiry,2,780.0,Small Business,male,2.0,4.0,deluxe,3.0,1.0,1,3,manager,343260.0,0,Unmarried,No Car Ownership,1 Children
33.0,Self Enquiry,1,840.0,Small Business,male,2.0,4.0,standard,3.0,4.0,0,3,senior manager,414075.0,0,Divorced,Car Ownership,1 Children
32.0,Company Invited,1,540.0,Small Business,female,2.0,4.0,basic,3.0,2.0,0,3,executive,322530.0,0,Divorced,Car Ownership,1 Children
52.0,Self Enquiry,1,900.0,Small Business,female,2.0,4.0,deluxe,3.0,2.0,0,3,manager,366495.0,0,Married,Car Ownership,1 Children
30.0,Company Invited,1,600.0,Small Business,male,2.0,4.0,basic,3.0,5.0,0,3,executive,259425.0,0,Married,Car Ownership,1 Children
32.0,Company Invited,1,,Small Business,female,2.0,4.0,basic,3.0,3.0,0,4,executive,300000.0,0,Married,Car Ownership,1 Children
42.0,Company Invited,1,960.0,Salaried,male,2.0,4.0,standard,3.0,5.0,1,3,senior manager,428265.0,0,Married,Car Ownership,1 Children
45.0,Self Enquiry,1,420.0,Salaried,male,2.0,4.0,super deluxe,4.0,6.0,0,1,avp,560000.0,0,Single,No Car Ownership,unknown
40.0,Company Invited,2,900.0,Large Business,male,2.0,4.0,standard,3.0,1.0,0,2,senior manager,340095.0,0,Married,Car Ownership,1 Children
52.0,Self Enquiry,2,960.0,Small Business,female,2.0,4.0,deluxe,3.0,2.0,0,1,manager,300000.0,0,Unmarried,Car Ownership,1 Children
45.0,Company Invited,3,960.0,Small Business,female,2.0,4.0,standard,3.0,2.0,0,1,senior manager,406695.0,0,Divorced,Car Ownership,1 Children
56.0,Self Enquiry,2,660.0,Salaried,male,2.0,4.0,deluxe,3.0,1.0,0,1,manager,350340.0,0,Married,Car Ownership,1 Children
40.0,Self Enquiry,1,840.0,Small Business,male,3.0,4.0,standard,3.0,1.0,0,2,senior manager,390375.0,0,Divorced,Car Ownership,No Children
60.0,Company Invited,1,480.0,Large Business,female,2.0,4.0,super deluxe,3.0,3.0,0,2,executive,393765.0,0,Married,No Car Ownership,1 Children
47.0,Self Enquiry,1,780.0,Small Business,female,2.0,4.0,deluxe,3.0,2.0,0,2,manager,350000.0,0,Married,No Car Ownership,1 Children
36.0,Self Enquiry,1,360.0,Small Business,male,2.0,4.0,basic,4.0,1.0,0,2,executive,270000.0,0,Married,Car Ownership,1 Children
29.0,Self Enquiry,2,540.0,Salaried,male,3.0,4.0,basic,3.0,1.0,1,1,executive,400000.0,1,Single,Car Ownership,No Children
40.0,Self Enquiry,1,1260.0,Small Business,female,2.0,4.0,standard,3.0,2.0,1,1,senior manager,418560.0,0,Unmarried,No Car Ownership,1 Children
32.0,Company Invited,1,720.0,Small Business,female,2.0,4.0,basic,3.0,4.0,1,2,executive,259680.0,0,Divorced,Car Ownership,1 Children
43.0,Company Invited,2,1980.0,Small Business,male,2.0,5.0,deluxe,3.0,8.0,0,3,manager,454845.0,0,Married,Car Ownership,1 Children
30.0,Company Invited,2,540.0,Salaried,female,2.0,5.0,deluxe,3.0,1.0,0,3,manager,324465.0,0,Unmarried,Car Ownership,1 Children
38.0,Self Enquiry,2,1500.0,Salaried,male,2.0,5.0,deluxe,4.0,8.0,0,3,manager,339690.0,0,Unmarried,Car Ownership,1 Children
43.0,Self Enquiry,2,600.0,Salaried,male,2.0,500.0,deluxe,3.0,7.0,0,3,manager,300000.0,0,Divorced,Car Ownership,1 Children
47.0,Company Invited,2,,Salaried,female,2.0,5.0,deluxe,3.0,5.0,1,4,manager,319680.0,0,Married,Car Ownership,1 Children
40.0,Self Enquiry,1,540.0,Salaried,male,2.0,5.0,deluxe,3.0,3.0,1,3,manager,337515.0,0,Married,Car Ownership,1 Children
45.0,Self Enquiry,1,840.0,Small Business,male,2.0,3.0,king,4.0,3.0,0,2,vp,320000.0,0,Married,Car Ownership,No Children
40.0,Company Invited,1,1020.0,Salaried,male,2.0,3.0,basic,3.0,4.0,0,2,executive,300000.0,0,Divorced,Car Ownership,No Children
38.0,Company Invited,1,780.0,Small Business,male,2.0,1.0,basic,3.0,2.0,0,2,executive,300000.0,0,Divorced,No Car Ownership,No Children
39.0,Company Invited,2,,Small Business,male,2.0,2.0,deluxe,3.0,1.0,0,2,manager,293745.0,0,Single,Car Ownership,No Children
40.0,Self Enquiry,3,600.0,Salaried,male,2.0,2.0,deluxe,3.0,3.0,0,1,manager,331935.0,0,Unmarried,Car Ownership,No Children
32.0,Company Invited,1,540.0,Small Business,female,2.0,3.0,basic,3.0,1.0,0,2,executive,264420.0,1,Single,Car Ownership,No Children
30.0,Self Enquiry,2,900.0,Small Business,male,2.0,1.0,basic,3.0,2.0,0,2,executive,265020.0,1,Single,Car Ownership,No Children
51.0,Company Invited,2,480.0,Salaried,male,2.0,2.0,standard,3.0,2.0,0,2,senior manager,405225.0,0,Unmarried,No Car Ownership,No Children
39.0,Self Enquiry,3,660.0,Small Business,male,2.0,5.0,deluxe,3.0,2.0,0,2,manager,333015.0,0,Unmarried,No Car Ownership,1 Children
35.0,Company Invited,1,660.0,Small Business,female,2.0,5.0,deluxe,3.0,2.0,0,2,manager,340275.0,0,Unmarried,No Car Ownership,1 Children
,Self Enquiry,1,480.0,Small Business,male,2.0,3.0,basic,3.0,1.0,0,1,executive,300000.0,0,Married,Car Ownership,No Children
40.0,Company Invited,2,480.0,Salaried,male,2.0,3.0,basic,3.0,1.0,0,2,executive,270000.0,0,Single,Car Ownership,No Children
51.0,Self Enquiry,2,540.0,Small Business,male,2.0,3.0,king,3.0,1.0,0,1,vp,300000.0,0,Single,Car Ownership,No Children
48.0,Company Invited,2,1380.0,Small Business,female,2.0,4.0,deluxe,3.0,2.0,0,2,manager,363255.0,0,Unmarried,Car Ownership,1 Children
52.0,Self Enquiry,3,600.0,Small Business,female,2.0,4.0,basic,3.0,3.0,0,1,executive,266460.0,1,Single,Car Ownership,1 Children
54.0,Company Invited,2,900.0,Small Business,male,2.0,4.0,deluxe,3.0,5.0,0,1,manager,400000.0,0,Divorced,Car Ownership,1 Children
30.0,Self Enquiry,1,540.0,Large Business,male,2.0,400.0,basic,3.0,7.0,1,1,executive,268770.0,1,Divorced,Car Ownership,No Children
49.0,Self Enquiry,2,540.0,Salaried,female,2.0,3.0,king,3.0,5.0,1,1,vp,285540.0,0,Married,Car Ownership,No Children
30.0,Company Invited,2,960.0,Salaried,female,2.0,3.0,standard,3.0,2.0,0,1,senior manager,463860.0,0,Divorced,Car Ownership,No Children
55.0,Self Enquiry,1,960.0,Small Business,male,2.0,4.0,super deluxe,3.0,3.0,0,2,avp,340590.0,0,Divorced,Car Ownership,1 Children
40.0,Self Enquiry,1,900.0,Small Business,male,2.0,4.0,basic,3.0,3.0,0,2,executive,262995.0,0,Single,Car Ownership,1 Children
50.0,Company Invited,1,960.0,Salaried,male,2.0,3.0,super deluxe,3.0,5.0,0,2,avp,489660.0,0,Married,Car Ownership,No Children
46.0,Company Invited,2,300.0,Salaried,male,3.0,4.0,standard,3.0,2.0,0,1,senior manager,404640.0,0,Married,Car Ownership,2 Children
21.0,Company Invited,2,540.0,Small Business,female,3.0,4.0,basic,3.0,3.0,0,2,executive,311865.0,0,Single,Car Ownership,2 Children
42.0,Self Enquiry,2,600.0,Small Business,male,3.0,4.0,king,4.0,,0,2,vp,495150.0,0,Married,Car Ownership,2 Children
30.0,Self Enquiry,2,900.0,Salaried,male,3.0,4.0,super deluxe,3.0,2.0,0,1,avp,400000.0,0,Married,Car Ownership,2 Children
40.0,Self Enquiry,2,480.0,Small Business,male,3.0,4.0,standard,3.0,3.0,0,1,senior manager,342195.0,0,Divorced,Car Ownership,2 Children
29.0,Self Enquiry,2,600.0,Salaried,male,3.0,4.0,deluxe,3.0,3.0,0,2,manager,347145.0,0,Unmarried,No Car Ownership,2 Children
50.0,Self Enquiry,3,1920.0,Salaried,male,3.0,4.0,super deluxe,3.0,5.0,0,2,avp,525795.0,0,Divorced,Car Ownership,2 Children
57.0,Company Invited,2,360.0,Large Business,female,3.0,4.0,standard,3.0,5.0,0,2,senior manager,525735.0,0,Divorced,Car Ownership,2 Children
38.0,Company Invited,2,840.0,Salaried,female,3.0,4.0,standard,4.0,2.0,0,2,senior manager,375135.0,0,Single,Car Ownership,2 Children
46.0,Self Enquiry,2,480.0,Small Business,female,3.0,4.0,deluxe,3.0,2.0,0,2,manager,357540.0,0,Unmarried,Car Ownership,2 Children
42.0,Self Enquiry,2,720.0,Small Business,male,3.0,4.0,standard,4.0,,0,1,senior manager,484320.0,1,Married,Car Ownership,2 Children
41.0,Self Enquiry,2,780.0,Salaried,male,3.0,4.0,king,3.0,2.0,0,1,senior manager,416505.0,0,Married,Car Ownership,2 Children
47.0,Self Enquiry,2,360.0,Salaried,male,3.0,4.0,super deluxe,3.0,,0,2,avp,466890.0,0,Unmarried,Car Ownership,2 Children
26.0,Self Enquiry,2,780.0,Small Business,female,3.0,4.0,deluxe,3.0,3.0,0,2,manager,350000.0,0,Unmarried,Car Ownership,2 Children
54.0,Self Enquiry,2,960.0,Small Business,male,3.0,4.0,standard,4.0,5.0,0,2,senior manager,384840.0,0,Single,Car Ownership,2 Children
30.0,Self Enquiry,2,840.0,Salaried,male,3.0,4.0,standard,4.0,5.0,0,2,senior manager,440220.0,0,Married,Car Ownership,2 Children
40.0,Self Enquiry,2,1860.0,Small Business,male,3.0,4.0,deluxe,3.0,2.0,0,1,manager,310000.0,0,Divorced,Car Ownership,2 Children
30.0,Company Invited,2,1320.0,Salaried,male,3.0,4.0,standard,3.0,3.0,0,2,senior manager,397965.0,1,Unmarried,No Car Ownership,2 Children
35.0,Company Invited,3,480.0,Small Business,male,3.0,4.0,standard,3.0,2.0,0,1,senior manager,300000.0,0,Married,No Car Ownership,2 Children
30.0,Company Invited,2,840.0,Small Business,female,3.0,4.0,standard,4.0,3.0,0,2,senior manager,355635.0,0,Single,Car Ownership,2 Children
29.0,Company Invited,3,600.0,Salaried,female,3.0,4.0,basic,3.0,3.0,1,2,executive,311505.0,1,Married,Car Ownership,2 Children
40.0,Self Enquiry,2,1740.0,Small Business,male,3.0,4.0,standard,4.0,7.0,1,2,senior manager,388080.0,1,Single,Car Ownership,2 Children
42.0,Self Enquiry,1,900.0,Salaried,male,2.0,3.0,basic,3.0,5.0,0,2,executive,259020.0,0,Single,Car Ownership,No Children
39.0,Self Enquiry,2,780.0,Salaried,male,2.0,3.0,king,3.0,3.0,0,2,senior manager,442155.0,0,Single,Car Ownership,No Children
28.0,Self Enquiry,1,960.0,Salaried,male,2.0,3.0,basic,3.0,7.0,0,2,executive,265350.0,1,Single,Car Ownership,No Children
24.0,Company Invited,2,960.0,Small Business,male,2.0,3.0,basic,3.0,2.0,0,2,executive,263880.0,0,Single,Car Ownership,No Children
51.0,Self Enquiry,1,840.0,Large Business,male,3.0,4.0,super deluxe,4.0,6.0,0,2,vp,530000.0,0,Divorced,Car Ownership,2 Children
35.0,Self Enquiry,1,960.0,Small Business,female,3.0,4.0,basic,3.0,2.0,0,1,executive,315600.0,0,Single,No Car Ownership,2 Children
53.0,Self Enquiry,1,1680.0,Salaried,male,3.0,4.0,deluxe,3.0,6.0,0,2,manager,334470.0,0,Married,No Car Ownership,2 Children
25.0,Self Enquiry,1,840.0,Salaried,male,3.0,4.0,basic,3.0,3.0,0,2,executive,300000.0,0,Single,Car Ownership,2 Children
39.0,Company Invited,1,480.0,Small Business,female,3.0,4.0,standard,4.0,3.0,0,1,senior manager,405705.0,0,Unmarried,Car Ownership,2 Children
30.0,Self Enquiry,1,1320.0,Salaried,male,3.0,4.0,deluxe,3.0,7.0,0,2,manager,309000.0,0,Married,Car Ownership,2 Children
39.0,Company Invited,1,540.0,Salaried,male,3.0,4.0,deluxe,3.0,3.0,0,2,manager,317640.0,0,Married,Car Ownership,2 Children
55.0,Self Enquiry,1,360.0,Salaried,male,3.0,400.0,standard,3.0,2.0,0,2,senior manager,365370.0,0,Married,Car Ownership,2 Children
37.0,Company Invited,1,840.0,Small Business,male,3.0,4.0,basic,3.0,3.0,0,2,executive,260000.0,0,Married,Car Ownership,2 Children
30.0,Company Invited,1,,Small Business,female,4.0,4.0,basic,3.0,3.0,0,2,executive,314445.0,0,Married,Car Ownership,3 Children
34.0,Self Enquiry,1,420.0,Salaried,male,3.0,4.0,basic,3.0,3.0,0,2,executive,300000.0,0,Divorced,Car Ownership,2 Children
36.0,Self Enquiry,1,900.0,Small Business,male,3.0,4.0,basic,3.0,7.0,0,2,executive,300000.0,0,Single,No Car Ownership,2 Children
40.0,Self Enquiry,1,720.0,Salaried,male,3.0,4.0,basic,4.0,3.0,0,2,executive,273990.0,0,Single,Car Ownership,2 Children
51.0,Company Invited,1,780.0,Salaried,male,3.0,4.0,super deluxe,3.0,,0,1,avp,511500.0,0,Divorced,Car Ownership,2 Children
37.0,Self Enquiry,1,600.0,Small Business,male,3.0,4.0,basic,3.0,7.0,0,2,executive,311820.0,0,Married,Car Ownership,2 Children
31.0,Self Enquiry,1,540.0,Small Business,male,3.0,4.0,basic,3.0,3.0,0,2,executive,339645.0,1,Unmarried,Car Ownership,2 Children
38.0,Self Enquiry,2,,Small Business,male,3.0,5.0,deluxe,3.0,7.0,0,2,manager,323835.0,0,Married,Car Ownership,2 Children
35.0,Self Enquiry,2,1920.0,Small Business,male,3.0,4.0,deluxe,3.0,3.0,0,2,manager,337710.0,0,Unmarried,Car Ownership,2 Children
38.0,Self Enquiry,2,720.0,Small Business,male,3.0,4.0,deluxe,3.0,5.0,0,2,manager,326805.0,0,Unmarried,Car Ownership,2 Children
41.0,Self Enquiry,2,960.0,Salaried,male,3.0,4.0,deluxe,3.0,2.0,0,1,manager,413760.0,0,Married,Car Ownership,2 Children
90.0,Self Enquiry,2,420.0,Salaried,male,3.0,5.0,deluxe,3.0,3.0,0,2,manager,403365.0,0,Single,Car Ownership,2 Children
30.0,Self Enquiry,2,480.0,Salaried,male,3.0,4.0,deluxe,3.0,3.0,0,2,senior manager,317565.0,0,Married,Car Ownership,2 Children
53.0,Self Enquiry,2,900.0,Small Business,female,3.0,4.0,standard,3.0,4.0,0,2,senior manager,391065.0,0,Divorced,Car Ownership,2 Children
26.0,Self Enquiry,3,1680.0,Salaried,male,3.0,4.0,deluxe,3.0,2.0,0,1,manager,347580.0,0,Married,Car Ownership,2 Children
40.0,Company Invited,2,960.0,Small Business,male,3.0,4.0,deluxe,3.0,7.0,0,1,manager,342060.0,0,Unmarried,No Car Ownership,2 Children
36.0,Self Enquiry,2,540.0,Small Business,male,4.0,4.0,standard,3.0,3.0,0,2,senior manager,396195.0,0,Married,Car Ownership,3 Children
40.0,Self Enquiry,1,480.0,Salaried,female,3.0,4.0,basic,3.0,2.0,1,2,executive,357570.0,0,Married,No Car Ownership,2 Children
23.0,Self Enquiry,1,840.0,Salaried,male,3.0,4.0,basic,3.0,7.0,1,2,executive,306435.0,0,Single,Car Ownership,2 Children
30.0,Self Enquiry,2,540.0,Small Business,female,3.0,6.0,basic,3.0,3.0,1,1,executive,263625.0,0,Divorced,No Car Ownership,No Children
32.0,Self Enquiry,2,600.0,Large Business,male,3.0,4.0,basic,3.0,3.0,1,1,executive,416040.0,1,Divorced,No Car Ownership,2 Children
48.0,Self Enquiry,2,600.0,Salaried,male,3.0,4.0,deluxe,3.0,3.0,1,1,manager,395340.0,0,Divorced,Car Ownership,2 Children
60.0,Company Invited,2,840.0,Salaried,male,3.0,4.0,standard,3.0,5.0,1,2,senior manager,400000.0,1,Single,Car Ownership,2 Children
32.0,Self Enquiry,1,1380.0,Small Business,female,3.0,4.0,deluxe,3.0,3.0,0,1,manager,300000.0,0,Married,Car Ownership,2 Children
36.0,Self Enquiry,1,600.0,Small Business,female,3.0,4.0,basic,3.0,5.0,0,1,executive,320820.0,0,Divorced,Car Ownership,2 Children
30.0,Self Enquiry,1,420.0,Salaried,male,3.0,4.0,basic,3.0,5.0,0,2,executive,336105.0,0,Divorced,Car Ownership,2 Children
39.0,Company Invited,2,1980.0,Small Business,male,3.0,4.0,deluxe,3.0,5.0,0,1,manager,502845.0,0,Married,Car Ownership,2 Children
40.0,Self Enquiry,2,600.0,Salaried,male,3.0,4.0,basic,3.0,2.0,0,2,executive,299565.0,1,Single,Car Ownership,2 Children
38.0,Self Enquiry,2,840.0,Salaried,male,3.0,4.0,deluxe,3.0,3.0,0,2,manager,358320.0,0,Married,Car Ownership,2 Children
37.0,Self Enquiry,2,840.0,Salaried,male,3.0,4.0,standard,3.0,2.0,0,1,senior manager,400000.0,0,Single,Car Ownership,2 Children
30.0,Self Enquiry,2,420.0,Small Business,male,2.0,3.0,basic,3.0,1.0,0,3,executive,267720.0,0,Married,Car Ownership,No Children
